2017-03-15,837,57882.968259737136
2017-03-16,825,41600.11192678789
2017-03-17,922,69839.89020216916
2017-03-18,1170,49637.9836906837
2017-03-19,925,45646.162844972954
2017-03-20,1830,20421.947315191264
2017-03-21,2178,26474.824424747465
2017-03-22,1282,37878.19189399372
2017-03-23,1077,30544.464684586834
2017-03-24,1697,36499.338686918105
2017-03-25,1008,48816.086896527755
2017-03-26,948,24548.13037362867
2017-03-27,1083,40636.284548568794
2017-03-28,1103,42990.97281042613
2017-03-29,1895,28250.28704179418
2017-03-30,25,-51473.86335999999
2017-03-31,1472,34644.20730353262
2017-04-01,922,40586.595306941526
2017-04-02,1096,37095.11167235402
2017-04-03,1069,34310.907432460204
2017-04-04,1039,48454.031869393664
2017-04-05,1038,28250.81452861273
2017-04-06,990,37479.9823728283
2017-04-07,700,42904.599954
2017-04-08,902,44649.64372161869
2017-04-09,889,36697.522019910015
2017-04-10,1084,30935.601371863493
2017-04-11,912,42484.019574890335
2017-04-12,1354,38086.015501698734
2017-04-13,728,49185.95322884614
2017-04-14,1135,30606.796066079267
2017-04-15,0,0
2017-04-16,0,0
2017-04-17,500,59268.337665999956
2017-04-18,1068,48827.438459644145
2017-04-19,1470,28725.15623863942
2017-04-20,1016,38498.92483818898
2017-04-21,743,42643.78309286675
2017-04-22,753,50281.83344103583
2017-04-23,932,48782.71784506433
2017-04-24,974,24922.54868819303
2017-04-25,1386,25191.5144287879
2017-04-26,0,0
