2017-03-15,2622,-57.598425476735315
2017-03-16,3139,-1110.4926259318256
2017-03-17,4296,-1281.310624674118
2017-03-18,3399,-1490.8387017652176
2017-03-19,2247,-1231.5963120605247
2017-03-20,1598,157.17767396745953
2017-03-21,1802,1245.0724672031097
2017-03-22,1230,252.86838008130084
2017-03-23,1007,2675.1433171797426
2017-03-24,589,114.23172410865881
2017-03-25,1127,190.9899779059451
2017-03-26,627,152.4218998405103
2017-03-27,716,2309.7475574022337
2017-03-28,1133,1143.9549120035308
2017-03-29,1030,1880.2648605825257
2017-03-30,0,0
2017-03-31,981,1591.9534749235474
2017-04-01,534,268.1075546816478
2017-04-02,462,804.9543231601737
2017-04-03,2324,199.68578562822702
2017-04-04,1448,83.91982189226522
2017-04-05,1520,717.9478938815789
2017-04-06,791,-0.1814991150445252
2017-04-07,0,0
