2017-03-15,837,41151.73003460944
2017-03-16,825,32214.162573756843
2017-03-17,922,51814.39499285666
2017-03-18,1170,40213.920376685324
2017-03-19,925,36971.66605615185
2017-03-20,1830,15563.180930959259
2017-03-21,2178,15138.567283266942
2017-03-22,1282,29962.67247565472
2017-03-23,1077,19872.860812232557
2017-03-24,1697,31664.780050780762
2017-03-25,1008,37011.36264565644
2017-03-26,948,17732.576100987688
2017-03-27,1083,34861.29163565033
2017-03-28,1103,31828.944409563184
2017-03-29,1895,16736.817365506413
2017-03-30,25,66933.17798484847
2017-03-31,1472,26569.516947856948
2017-04-01,922,30790.805802324496
2017-04-02,1096,26477.62516553744
2017-04-03,1069,25170.369775833366
2017-04-04,1039,36444.62227043034
2017-04-05,1038,27911.497691117158
2017-04-06,990,33073.105676315994
2017-04-07,700,44410.174550992124
2017-04-08,902,27569.48242364611
2017-04-09,889,28949.962995459322
2017-04-10,1084,31355.943899397458
2017-04-11,912,33092.81771965262
2017-04-12,1354,32939.35874569206
2017-04-13,728,42726.15047990742
2017-04-14,1135,25817.907385643284
2017-04-15,0,0
2017-04-16,0,0
2017-04-17,500,35749.15329832161
2017-04-18,1068,34947.1684484379
2017-04-19,1470,21813.949780384508
2017-04-20,1016,28149.624025582114
2017-04-21,743,29073.265096607167
2017-04-22,753,35420.55673972782
2017-04-23,932,29376.05017457236
2017-04-24,974,21625.531017025605
2017-04-25,1386,16674.95188453344
2017-04-26,0,0
